,nombre,company,cargo,más info,speaker_bio,url_linkedin,url_TW
27,Javier Gonzalez,EVO Banco,Chief innovation Officer,https://www.des-madrid.com/agenda-2021-speakers/javier-gonzalez/,"Javier González is a doctor “cum laude” unanimously in Computer Science, Telecommunication Engineering and Computer Engineering from the Autonomous University of Madrid. He has developed his professional career in important firms, such as Google and Telefónica. Two and a half years ago he joined EVO as Director of Digital Innovation and Big Data and currently teaches the Master in Business Analytics and Big Data at IE Business",https://www.linkedin.com/in/javi-gonzalez/,TW no disponible
28,Javier Gurney,Havaianas EMEA,Digital Marketing Manager,https://www.des-madrid.com/agenda-2021-speakers/javier-gurney/,,no disponible,no disponible
29,Javier Lázaro Gaspar,Ferrovial,Digital Hub Director,https://www.des-madrid.com/agenda-2021-speakers/javier-lazaro-gaspar/,"Javier is leading the creation of technological products and platforms to reduce risks using AI, to increase efficiency using IoT and to generate new revenue through data driven business models. Previously, he was coder, analyst, IT consultant and manager in companies such as France Telecom, Amena or CGI. He co-founded several startups including the first Cloud Platform for Legal Services in Spain and he is author of “The End of the Inertia”. He has a Master’s in Computer Engineering and e-MBA.",no disponible,no disponible
30,Javier López,Denodo,Field CTO,https://www.des-madrid.com/agenda-2021-speakers/javier-lopez/,,https://www.linkedin.com/in/jlopezmato/,https://twitter.com/@denodo
31,Javier Pastor,Bit2me,Sales Director,https://www.des-madrid.com/agenda-2021-speakers/javier-pastor/,,no disponible,no disponible
32,Javier Piedrahita,MarketingDirecto.com,"Editor, Fundador, Director General",https://www.des-madrid.com/agenda-2021-speakers/javier-piedrahita/,"Fundador y Director del primer Web Portal sobre marketing, publicidad, medios, líder en español: MarketingDirecto.com.",https://twitter.com/@jpiedrahita,TW no disponible
33,Javier Sánchez,AEDAS Homes,Chief Innovation and Brand Officer,https://www.des-madrid.com/agenda-2021-speakers/javier-sanchez/,"I have a passion for innovative projects. I have a strong track record of bootstrapping and driving companies to success. I’m fortunate to have had very diverse and enriching professional experiences. I consider myself a doer. I enjoy the creation process, the strategy definition and the team motivation that ultimately maximizes revenues. I have strong communications skills and a vast intellectual curiosity.",https://www.linkedin.com/in/javiersanchezcv/,TW no disponible
34,Javier Sánchez Ciudad,Multiópticas,Director de Marketing,https://www.des-madrid.com/agenda-2021-speakers/javier-sanchez-ciudad/,"Profesional apasionado del Marketing, la Comunicación y de los nuevos retos digitales que están revolucionando y transformando las maneras de llegar y contactar con los consumidores. En continuo proceso de aprendizaje tras más de 16 años dirigiendo con éxito equipos de marketing, gestión de marcas y productos en compañías líderes de gran consumo y mercado selectivo",https://www.linkedin.com/in/javier-s%C3%A1nchez-ciudad-7524982/,TW no disponible
35,Javier Targhetta,Atlantic Copper,President,https://www.des-madrid.com/agenda-2021-speakers/javier-targhetta/,,no disponible,no disponible
36,Jennie Drimmer,Coursera,Senior Regional Director,https://www.des-madrid.com/agenda-2021-speakers/jennie-drimmer/,"Jennie brings over 20 years experience in the industry and has worked in multiple areas of HR solution provision spanning both technology and professional services, with a significant focus on Learning & Development and business transformation. She has an extensive career advising senior executives across EMEA on critical business projects linking to the people agenda. Prior to Coursera, Jennie spent a large portion of her career at CEB (now Gartner) where she led growth. ",no disponible,no disponible
37,Jesus Deusa Alonso,Agrari,COO,https://www.des-madrid.com/agenda-2021-speakers/jesus-deusa-alonso/,"I consider myself as a creative, curious and proactive engineer who always say “if you want different things to happen, stop doing always the same”. I like to understand mistakes as a learning method and curiosity as a motor of change.",https://www.linkedin.com/in/jesusdeusa/,TW no disponible
38,Jesús Manuel González Fuentes,BeAmbassador,COO y Fundador,https://www.des-madrid.com/agenda-2021-speakers/jesus-manuel-gonzalez-fuentes/,Fundador y Director de Operaciones en BeAmbassador. Más de 20 años de experiencia en el desarrollo de soluciones Cloud relacionadas con las redes sociales y el Employee Branding. ,https://www.linkedin.com/in/jmgfuentes/,TW no disponible
39,Jesus Moradillo,Apache,CEO,https://www.des-madrid.com/agenda-2021-speakers/jesus-moradillo/,"CEO at APACHE DIGITAL. ExGoogler. We extract, analyse, interpret and activate our customers data to create digital competitive advantages.",https://www.linkedin.com/in/jesusmoradillo/,https://twitter.com/@JeMoSe
40,Jesús Ripoll López,Helpers Speakers and Consulting,CEO and Founder,https://www.des-madrid.com/agenda-2021-speakers/jesus-ripoll-lopez/,"Aprendiz en Retail con 25 años de experiencia. He liderado más de 1.000 tiendas, más de 6.000 comerciales y gestionado más de 1 millón de precios. He sido director general, de operaciones, comercial, compras, marketing, servicios y de Retail. Apasionado de la experiencia del cliente, el marketing, el liderazgo y la omnicanalidad.",https://www.linkedin.com/in/jesusripoll/,TW no disponible
41,JJ Delgado,Estrella Galicia,CDO,https://www.des-madrid.com/agenda-2021-speakers/jj-delgado/,,no disponible,no disponible
42,Joan López Graupera,Mirakl,Regional Sales Director - Southern Europe & Intl.,https://www.des-madrid.com/agenda-2021-speakers/joan-lopez-graupera-2/,Helping companies to grow in the Platform Economy Platforms | Marketplace | eCommerce | B2C & B2B,https://www.linkedin.com/in/jlgraupera/,TW no disponible
43,Joan Serra Subirà,Chupa Chups (PVM Group),Finance & ICT Manager Iberia,https://www.des-madrid.com/agenda-2021-speakers/joan-serra-subira/,"Currently in Chupa Chups, I’m responsible for implementing global projects and leading the Local ICT team. We are specialists in implementing Sales Force Automation programs as well as computer solutions in data management.I’m a member of the Digital Board, whose main mission is the company’s digitalization. From this position I lead the implementation of the “Data Unit” which is the basis for the digital transformation, providing the business with “right” and “in time” information.",no disponible,no disponible
44,Joana Sánchez,INCIPY,President,https://www.des-madrid.com/agenda-2021-speakers/joana-sanchez/,"President & Founder of INCIPY, Digital Transformation. Member of the Board and Co-founder of Inesdi, Digital Business School, Indigital Advantage, Increnta, Womenalia, Telemaki.",https://www.linkedin.com/in/joanasanchez/,https://twitter.com/@ejoana
45,Joe Cisneros,StartupUSA,Founder & General Partner,https://www.des-madrid.com/agenda-2021-speakers/joe-cisneros/,"British-born entrepreneur with 30 years of global leadership experience in the technology and services industry. Based between San Francisco and Madrid, focusing on taking innovative Spanish Tech Startups to the US market, increasing their international presence, generating growth, and maximizing value at exit. Target sectors are FinTech, Edtech, and RetailTech all of which are undergoing massive digitalization that is creating constant new opportunities and facilitating global market access. ",https://www.linkedin.com/in/joecis/,TW no disponible
46,Jordi Gili,Managing Director at Execus,Business School Professor at Geneva Business School,https://www.des-madrid.com/agenda-2021-speakers/jordi-gili/,"Jordi Gili is considered one of the 10 most influential Social Selling and Digital Sales Transformation experts outside USA (by Salesforlife), international speaker at the World Sales Forum, BDigital Global Conference and Digital Business World. In 2013, his firm Execus was selected by LinkedIn as the first partner in Europe in the Sales Solutions division. He is a guest professor at leading business schools and has more than 20 years of experience in telco and consulting (IBM, ATT, NTT)",https://www.linkedin.com/in/jordigili/,https://twitter.com/@Jordi_Gili
47,Jordi Sáez,Clear Channel España,Market Leader Southern Europe & CEO Spain,https://www.des-madrid.com/agenda-2021-speakers/jordi-saez/,"Jordi se incorporó a Clear Channel en el año 2005, como Director Regional de Cataluña y posteriormente fue nombrado Director del Área Mediterránea hasta 2012. Desde entonces, ha desempeñado distintos cargos en la dirección del grupo a nivel internacional, como Director General de Clear Channel Chile y posteriormente Vicepresidente de Desarrollo de Negocio para Latinoamérica y sur de Europa para Clear Channel Internacional. Actualmente tiene el cargo de Market Leader Southern Europe & CEO Spain.",linkedin.com/in/jordi-sáez-camacho-2288a52a,TW no disponible
48,Jorge Antonlinez Ruiz,KPMG,Manager FS Strategy,https://www.des-madrid.com/agenda-2021-speakers/jorge-antonlinez-ruiz/,,no disponible,no disponible
49,Jorge Fernández,EIT Health,Director of Innovation,https://www.des-madrid.com/agenda-2021-speakers/jorge-fernandez/,"Director of Innovation (portfolio of over 125 large-scale projects) at EIT Health. EIT Health, an independent body of the European Union, is one of the largest healthcare initiatives worldwide, leveraging the expertise of more than 150 leading organizations spanning key areas of healthcare such as Pharma, Biotech, MedTech, Digital Health, Payers, Health and Care Providers, Research Institutions and Universities.",https://www.linkedin.com/in/jorgejuanfernandez/,https://twitter.com/@jorgejuan
50,Jorge Gil,IDC,Director General,https://www.des-madrid.com/agenda-2021-speakers/jorge-gil/,"Jorge Gil is CEO of IDC Research Spain. He has a degree in Economics from the San Pablo CEU University; MBA from the Instituto de Empresa (IE) and Executive Development Program at IESE, before joining the analyst firm in Spain, he has developed his activity in various sectors, founding companies such as Go2Do, a marketing strategy agency, Area Cloud Business and PayGap. In addition, he is a professor at several Business Schools and Universities such as EOI, CEU and University of Cantabria.",https://www.linkedin.com/in/jorge-gil/,https://twitter.com/@jormellicar
51,Jorge Herráez Rodríguez,ClickDefense,CEO,https://www.des-madrid.com/agenda-2021-speakers/jorge-herraez-rodriguez/,"ClickDefense is an award-winning Google Ads click fraud prevention system that allows clients to protect their advertising by preventing their budget from being consumed by illegal or fraudulent clicks, thus, improving and optimizing advertising investments.",https://www.linkedin.com/in/jorge-clickdefense/,TW no disponible
52,Jorge Martínez Rivas,CarmelaProduce I RECfy,CEO,https://www.des-madrid.com/agenda-2021-speakers/jorge-martinez-rivas/,"He emprendido innumerables proyectos relacionados con el sector audiovisual, en unos he tenido éxito, y en otros he fracasado. Afortunadamente la media entre éxitos y fracasos ha sido siempre positiva, y el aprendizaje máximo.Hoy lidero con Antonio Resines, la productora CarmelaProduce, una productora de comunicación cuyo foco está en la producción de ficción y entretenimiento para anunciantes, además, acabamos de lanzar RECfy, la primera productora del mundo sin cámaras ni operadores.",https://www.linkedin.com/in/jorgemartinezrivas/,TW no disponible
53,Jorge Martínez-Arroyo,DEC,President,https://www.des-madrid.com/agenda-2021-speakers/jorge-martinez-arroyo/,"After 25 years in the corporate world, first in Accenture and McKinsey&Co, and later as a Santander executive, Jorge is now the founder of Panoramix Ventures, a Multicorporate VC for enterprise technology on Customer & Growth.",https://www.linkedin.com/in/jmartinezarroyo/,TW no disponible
54,José A. Martinez,ADEX,CEO,https://www.des-madrid.com/agenda-2021-speakers/jose-a-martinez/,"Currently CEO of an AI company, Partner of a VC for disruptive SMEs and Business Innovation Expert of the UE. Business Angel at early stage companies.",https://www.linkedin.com/in/josemartinezrubio/,https://twitter.com/@JAM_tells
55,José Ángel Alonso,KPMG en España,"Director KPMG Lighthouse, CoE Data Analytics, AI & Emerging Technologies",https://www.des-madrid.com/agenda-2021-speakers/jose-angel-alonso/,"Jose Angel Alonso is Director of KPMG Lighthouse, the Center of Excellence for Data Analytics, Artificial Intelligence and Emerging Technologies in KPMG",es.linkedin.com/in/joseangelalonsocuerdo,TW no disponible
56,Jose Antonio Exposito,FHIOS,Director,https://www.des-madrid.com/agenda-2021-speakers/jose-antonio-exposito/,Director de Madrid y miembro del comité de dirección en Fhios Smart Knowledge.,https://www.linkedin.com/in/jose-antonio-exposito/,TW no disponible
57,José Antonio Molleda,Allianz Partners,Global Head of Product Management and Innovation Home Assistance,https://www.des-madrid.com/agenda-2021-speakers/jose-antonio-molleda/,,no disponible,no disponible
58,Jose Cano,IDC,Director de Análisis,https://www.des-madrid.com/agenda-2021-speakers/jose-cano/,"José Antonio Cano is Senior Research Manager in IDC Spain. He holds a Ph.D. in Telecommunications Engineering from the University of Valladolid and a master’s degree in International Relations and Foreign Trade from INFOREM. With over 17 years of experience in strategic consulting, technology and business, José Antonio has participated in the development of policies and projects to promote and implement new technologies and business investment in technology. ",@jacano,https://twitter.com/@jcano
59,José Fuertes,OWO,Founder and CEO,https://www.des-madrid.com/agenda-2021-speakers/jose-fuertes/,"I am a passionate entrepreneur and industrial engineer, who likes to innovate, of disruptive thinking, and who wants to make the future a reality.",https://www.linkedin.com/in/jose-fuertes/,https://twitter.com/@FuertesJose
0,José Manuel de la Chica,CTO at Santander Universities,CTO at Universia,https://www.des-madrid.com/agenda-2021-speakers/jose-manuel-de-la-chica/,,https://www.linkedin.com/in/delachica/?originalSubdomain=es,TW no disponible
1,Jose Manuel Molina,Grupo de Inteligencia Artificial Aplicada (GIAA) UC3M,Investigador,https://www.des-madrid.com/agenda-2021-speakers/jose-manuel-molina/,"José M. Molina is full professor at the Universidad Carlos III de Madrid. He joined the Computer Science Department in 1993. Actually he coordinates the Applied Artificial Intelligence Group (GIAA). His current research focuses on the application of soft computing techniques to data fusion, drones, ambient intelligence and IoT. He has authored up to 100 journal papers and 200 conference papers. ",https://twitter.com/@mo1ina,TW no disponible
2,José Marcilla,Novartis Oncología,Director General,https://www.des-madrid.com/agenda-2021-speakers/jose-marcilla/,"Jose Marcilla is Chief Executive Officer of Novartis Oncology, a position that he performs with passion, not only for the great innovations ahead in the field of oncohematology, but also for the exciting moment we are living in the health sector, with two revolutions converging in time: a biomedical revolution and a digital revolution.His purpose is to boost talent and expand the potential of people to reimagine medicine and continue dreaming of curing cancer one day. ",linkedin.com/in/josemarcilla,https://twitter.com/@MarcillaJose
3,José Olarreaga,BeAmbassador,CEO,https://www.des-madrid.com/agenda-2021-speakers/jose-olarreaga/,"CEO & CoFounder of BeAmbassador, first Spanish company to launch cloud for Employee Branding/Advocacy solutions for corporations that are focused on strengthening their brand ambassador´s strategies.",https://es.linkedin.com/in/joseolarreaga,https://twitter.com/@joseolarreaga
4,Jose Ramón Monleón,Orange,CISO,https://www.des-madrid.com/agenda-2021-speakers/jose-ramon-monleon/,Telecommunications Engineer from Polytechnic University of Valencia,linkedin.com/in/josérmonleón,TW no disponible
5,José Ramón Villaverde García,SISQUAL WFM,WFM/ RRHH Solutions Especialist,https://www.des-madrid.com/agenda-2021-speakers/jose-ramon-villaverde-garcia/,Consultor experto en Recursos Humanos y WFM.,https://www.linkedin.com/in/joseramonvillaverde,TW no disponible
6,Josep Coll,Repscan,CEO,https://www.des-madrid.com/agenda-2021-speakers/josep-coll/,"Entrepreneur & Dreamer. CEO Co-Founder of Repscan. Founder and Co-Owner of Red Points (2009), I started it with €3000 and now it is in the top 10 startups in Spain. Lawyer PI. Investor Legaltech. We are building our new dream; https://www.repscan.com SaaS tool that detects and removes the negative content that affects your online negative reputation. 2019 National motorcycle distance record in solitary: Barcelona-New Zealand #rutaalparaiso.",https://www.linkedin.com/in/josep-coll-rodriguez-0b630a23/,https://twitter.com/@jcollrodriguez
7,Josep M. Piqué,La Salle Technova,Executive President,https://www.des-madrid.com/agenda-2021-speakers/josep-m-pique/,"He is PhD and Telecommunication Engineer from La Salle and UPC and MBA from ESADE. He holds also diplomas from Massachusetts Institute of Technology (MIT), University of California-Berkeley and Universitat Ramon Llull.",no disponible,no disponible
8,Juan Francisco Cuello de Oro Rozas,Leo Pharma,Bio Derma Business Unit Director,https://www.des-madrid.com/agenda-2021-speakers/juan-francisco-cuello-de-oro-rozas/,"Global Senior Executive in the LifeScience industry.Strong experience in ehealth, mhealth and digital marketing , with focus on driving digital transformation in healthcare organizations.",https://linkedin.com/in/juan-fran-cuello-de-oro-rozas-b69bb2,TW no disponible
9,Juan Francisco Riesco Lopez,Mutua Madrileña,Data Director,https://www.des-madrid.com/agenda-2021-speakers/juan-francisco-riesco-lopez/,"Executive with a functional background across main areas of the company, focused on propelling data-driven company conversion to harvest all the value generated by data & analytics for the overall organization. As a data professional main challenges are: projecting the opportunities of data for the company, attaching use of data to daily activities, creating a common and holistic view of the customer generating trust and setting-up the long-term foundations of data management for scaling-up.",https://www.linkedin.com/in/juanfranciscoriescolopez/,TW no disponible
10,Juan Ignacio Jiménez Gargantilla,Grupo Atresmedia,Director de Desarrollo de Negocio Digital,https://www.des-madrid.com/agenda-2021-speakers/juan-ignacio-jimenez-gargantilla/,"Ignacio Jimenez is Director of Digital Business Development, with more than 20 years of experience in traditional Linear Free, Pay and Digital Television, we are living an exciting moment in the entertainment sector, facing and designing OTT strategies to compete among a wide offer of SVOD, VOD and new media services. ",no disponible,no disponible
11,Juan Ignacio Rouyet,We the humans Think Tank,Presidente,https://www.des-madrid.com/agenda-2021-speakers/juan-ignacio-rouyet/,"PhD in Computer Science and Telecommunications Engineering, but first and foremost a digital humanist. I work for a technology with a human dimension. If we don’t think about what we want from technology, machines will do it for us. I walk towards diverse horizons: Director of Delivery at Quint, Director of the Master in Technological Entrepreneurship at UNIR, writer at Digital Biz and president of We The Humans where I seek a more human AI.",https://www.linkedin.com/in/juanignaciorouyet/,https://twitter.com/@jirouyet
12,Juan Luís Moreno Ballesteros,The Valley,Partner & Chief Innovation Officer,https://www.des-madrid.com/agenda-2021-speakers/juan-luis-moreno-ballesteros/,"Digital strategist experienced in “change management”: converting traditional business to digital, leading organizations in the adoption of digital technologies, operations and procedures across different business units/ departments and implementing latest digital market trends (such as mobile first, digital content, social media, e-commerce, big data, digital analytics, digital marketing) . ",https://www.linkedin.com/in/juanluismoreno/?originalSubdomain=es,https://twitter.com/@juanluismb
13,Juan Manuel Elices,Merkle,VP Chief Strategy Officer,https://www.des-madrid.com/agenda-2021-speakers/juan-manuel-elices/,"Juan Manuel Elices is the Chief Strategy Officer of Merkle, a Dentsu Company, where he is a recognized leader in CX, Data & Technology. Over the last 10 years Juanma has been leading local and global projects providing data & technology solutions to IBEX35 and top advertiser including; ING, Santander, MAPFRE, Mutua, Vodafone, L’Oréal among others. His vision of the market and his multidisciplinary competence across business, marketing and technology will definetely enrich the DES2021.",https://www.linkedin.com/in/juanmanuelelices,TW no disponible
14,Juan Rosas Rodrigo,Evo Banco,Director de negocio y Laboratorio de Clientes,https://www.des-madrid.com/agenda-2021-speakers/juan-rosas-rodrigo/,Juan Rosas has a double degree in Business Administration and Law (E-3) from ICADE and an MBA from MIT (Massachusetts Institute of Technology in the United States). He has developed his career in the United States for more than seven years at the consulting firm McKinsey & co. and for a little over ten in Spain with Bankinter. In 2021 he joined EVO as Business and Laboratory Director.,https://www.linkedin.com/in/jurosas/,TW no disponible
15,Juanjo García,Microsoft,Director de Azure,https://www.des-madrid.com/agenda-2021-speakers/juanjo-garcia/,,no disponible,no disponible
16,Julian Balerdi Demicheli,Phone House,Head Of Ecommerce & CRO,https://www.des-madrid.com/agenda-2021-speakers/julian-balerdi-demicheli/,"Digital business executive with wide experience in innovation, digital transformation, sales and launching new products and new business in big corporations & start-ups. More than 14 years’ experience in identifying new business opportunities, from strategy to build and scale new digital products with a global and customer centric mindset.",https://www.linkedin.com/in/jbalerdi/,TW no disponible
17,Julio Mayol,Hospital Clínico San Carlos,Director Médico,https://www.des-madrid.com/agenda-2021-speakers/julio-mayol/,Professor of Surgery at UCM. Chief Medical and Innovation Officer at Hospital Clinico San Carlos.,https://twitter.com/@juliomayol,TW no disponible
18,Laia Prunera,Samsung,Marketing Head,https://www.des-madrid.com/agenda-2021-speakers/laia-prunera/,,https://www.linkedin.com/in/laiapruneracasado/,TW no disponible
19,Laura Fernández Marquez,Contentsquare Iberia,Director General,https://www.des-madrid.com/agenda-2021-speakers/laura-fernandez-marquez/,"Laura is the Country Manager of Contentsquare in Iberia, the leading platform in Digital Experience Analytics. She is passionate about digital experience, having spent over 15 years helping companies all over the world to analyze, optimize, and discover hidden opportunities through digital experience. She believes in empowering people with technology and excellent service for more efficiency and better outcomes.",https://www.linkedin.com/in/laurafernandezmarquez/,TW no disponible
20,Laurent Ledoux,Phusis,Managing Partner,https://www.des-madrid.com/agenda-2021-speakers/laurent-ledoux/,"Laurent Ledoux is co-founder and managing partner of Phusis, a team of seasoned experts who have typically implemented a collaborative governance (teal, liberated, agile, sociocratic,…) in the organizations they have managed. Together, they steward organizations which want to do the same today. Laurent has a strong experience in restructuring and modernizing businesses (BNP Paribas Fortis, ING) and administrations (EurActiv, Belgian Ministry of Mobility & Transports, EU Commission, MSF).",https://www.linkedin.com/in/laurentledoux/,https://twitter.com/@LaurentLedoux
21,Leticia Herrero Sánchez,Ethink,Founder & Client Partner,https://www.des-madrid.com/agenda-2021-speakers/leticia-herrero-sanchez/,"Passionate about the world of communication, I have developed my professional career in the main advertising and media agencies, providing services to large brands in global environments. With a specialized focus on e-commerce and market places, there is no project that I am not passionate about and that is challenging.",https://www.linkedin.com/in/leticiaherrero/,https://twitter.com/@letihs
22,Lluis Altes,VMware,Senior Business Solution Strategist,https://www.des-madrid.com/agenda-2021-speakers/lluis-altes/,"Lluis Altés combines an analysis of the role of people in the digital age, with a study of the role of innovation and technology in the creation of new business models, new value chains and new digital economies that enable economic and social sustainability of companies. He also addresses the challenges of digitization and disruptive technologies, offering a fresh and provocative perspective on the opportunities and challenges that organizations face today.",https://www.linkedin.com/in/laltes/,https://twitter.com/@Lluis_Altes
23,Louise Koefoed,UpperEat,CEO & Founder,https://www.des-madrid.com/agenda-2021-speakers/louise-koefoed/,"She started her career at HOTUSA Group, where she was in charge of Hotel Expansion in different countries, then worked at Resto-in as City Manager of Madrid and finished at Axor Hotels contracting companies.",https://www.linkedin.com/in/louise-koefoed/,TW no disponible
24,Lucas Juri,Globant,Director of Business Hacking studio,https://www.des-madrid.com/agenda-2021-speakers/lucas-juri/,"Senior Director of the Business Hacking studio at Globant, the leading company in digital and cognitive transformation solutions. Lucas works with a world-class team to help companies in digital transformation programs, growth challenges, new business models, while operating in the current contexts of disruptive innovation and exponential opportunities.More than 20 years of international experience in business development and growth -mainly in the Financial Industry.",https://www.linkedin.com/in/lucasjuri/,https://twitter.com/@globant
25,Lucía González Martínez,Dinahosting,Responsable de Comunicación,https://www.des-madrid.com/agenda-2021-speakers/lucia-gonzalez-martinez/,"I am Lucía González, a professional with more than 6 years of experience in managing communication and marketing in organizations.",https://es.linkedin.com/in/luciagonzalezmartinez,https://twitter.com/@dinahosting
26,Luis Álvarez Satorre,SIA Group,CEO,https://www.des-madrid.com/agenda-2021-speakers/luis-alvarez-satorre/,"An experienced global business leader with deep understanding of how innovation through digital technologies can transform businesses. Now SIA´s CEO, a leading cybersecurity company, part of Indra group. High energy executive, technology savvy, diversity champion, passionate customer focused and inspirational people and team leader. Author of Amazon Best Seller, “Becoming a 3DCEO”",https://www.linkedin.com/in/luisalvarezsatorre/,https://twitter.com/@luis150861
27,Luis Aribayos Mínguez,CEPYME,Secretario General,https://www.des-madrid.com/agenda-2021-speakers/luis-aribayos-minguez/,Luis Aribayos ha sido director de Economía y Transformación Digital de CEPYME.,https://www.linkedin.com/in/luisaribayosm%C3%ADnguez/,https://twitter.com/@luisaribayos
28,Luis Gallego,RENT-A-CDO.COM,Chief Digital Officer ,https://www.des-madrid.com/agenda-2021-speakers/luis-gallego/,Boosting Digital Transformation for Small and Medium Companies in part-time mode.,https://www.linkedin.com/in/luisgallego/,https://twitter.com/@luigallego
29,Luis Ganhao,Celonis,Head of Global Solution Engineering Center of Excellence,https://www.des-madrid.com/agenda-2021-speakers/luis-ganhao/,En los más de 25 anos de experiencia que llebo en IT he visto alguna revoluciones (SaaS por ejemplo). Celonis está creando una nueva categoria de SW que permite a nuestros clientes y partner manejar y mejorar como su negocio se está ejecutando.,https://www.linkedin.com/in/luisganhao,https://twitter.com/@luis_ganhao
30,Luis M Couto Iglesias,iCommunity Labs,Co-founder & COO,https://www.des-madrid.com/agenda-2021-speakers/luis-m-couto-iglesias/,Entrepreneur passionate about technology.,https://www.linkedin.com/in/luismcouto/,TW no disponible
31,Luis Miguel del Saz Rodriguez,Airbus,"Head of Digital Design, Manufacturing & Services ",https://www.des-madrid.com/agenda-2021-speakers/luis-miguel-del-saz-rodriguez/,"Luis Miguel del Saz. Head of Digital Design, Manufacturing and Services in Spain. The last 2 years and a half, I was responsible of the Digital transformation in Supply Chain & Logistics in Airbus. Demand volatility, Ordering Cockpit (Tool to provide visibility E2E in the Supply Chain) and Cultural Change was the main challenges during the project. Also He is Lecture of Digital transformation in the University. He has two universities degree in Engineering and Business Administration.",https://www.linkedin.com/in/luis-miguel-del-saz/,https://twitter.com/@LuisMidelsaz
32,Luis Pacheco,Salsa Jeans,E-commerce & UX,https://www.des-madrid.com/agenda-2021-speakers/luis-pacheco/,"Born and lived in Geneva for 10 years, before moving to Portugal where I’ve done my studies in the informatic area.",https://www.linkedin.com/in/luis-pacheco/,TW no disponible
33,Lupina Iturriaga,Fintonic,CEO & Founder,sin información adicional,no disponible,no disponible,no disponible
34,Magnus Melander,THINGS - The Deeptech hub,Evengelist & Co-founder,https://www.des-madrid.com/agenda-2021-speakers/magnus-melander/,"Magnus Melander has 36 year’s experience from International IT & Telecom including executive positions in Apple, 3Com and BrainHeart Capital. His most recent focus has been on IoT, Digital transformation, ecosystems and collaboration between smaller and larger companies in utilities, infrastructure, industry and mobility. He co-founded the Deep tech hub THINGS and the Swedish IoT alliance, works as evangelist in Stream Analyze, advise MTEK Industry and is a GLOMO awards jury member since 2016.",https://www.linkedin.com/in/magnusmelander/,https://twitter.com/@magnusmelander
35,Malin Svensson,Nebext,Event Managing Director DES,https://www.des-madrid.com/agenda-2021-speakers/malin-svensson/,"The mix of curiosity and passion is my driver. My professional chapters belong to the international arena covering different sectors and executive positions within strategic consulting, business development, digital/tech, and part of the diplomatic mission of Sweden. My strength is to challenge status quo and connect opportunities and people, to make things happen. To lead DES, defining the strategic agenda and gather brilliant minds contributing to the discussion, is a privilege. ",www.linkedin.com/in/malinsvenssongrowthmanagement,TW no disponible
36,Manuel Fuentes González,Cisneria Engineering,CEO,https://www.des-madrid.com/agenda-2021-speakers/manuel-fuentes-gonzalez/,I am a doctor in aerospace engineer trying to contribute to make transport better.,https://www.linkedin.com/in/manuel-fuentes-gonzalez/,TW no disponible
37,Manuel Marin,LIVALL,CEO,https://www.des-madrid.com/agenda-2021-speakers/manuel-marin/,,no disponible,no disponible
38,Manuel Muñiz,Globant Spain,Managing Director,https://www.des-madrid.com/agenda-2021-speakers/manuel-muniz/,"Manuel is Managing Director at Globant, the leading company in digital and cognitive transformation solutions,helping companies stay relevant, transform digitally and create value in their business through the adoption of new technologies. In parallel he shares his experience with future entrepreneurs as associate professor at IE.",https://www.linkedin.com/in/manuel-muniz-morell/,TW no disponible
39,Manuel Vilariño,HIDoctor,COO,https://www.des-madrid.com/agenda-2021-speakers/manuel-vilarino/,Abogado y COO de la aplicación de teleasistencia on-line HIDoctor. Emprendedor y entusiasta de la economía colaborativa y la transformación digital.Director de Relaciones Institucionales de CEAJE y representante de España en FIJE .Presidente de la Fundación Certiuni . Plataforma de certificación universitaria para promover las certificaciones y reducir el Gap entre la Empresa y la Universidad.,https://www.linkedin.com/in/manuel-vilarino-73166847/,TW no disponible
40,Mar Pereira,Agencia para la Modernización Tecnológica de Galicia,Directora,https://www.des-madrid.com/agenda-2021-speakers/mar-pereira/,"Licenciada en Física Electrónica por la USC. Cursó estudios de postgrado de Economía Industrial en la Universidad Carlos III de Madrid, y de Sistemas y Tecnologías en tiempo real en la Universidad de A Coruña. Máster de Economía y Gestión de la Salud en la USC. Es patrona de la Fundación Centro de Supercomputación de Galicia, presidenta del Consejo de Administración de Redes de Telecomunicaciones de Galicia. Preside el Observatorio de la Sociedad de la Información y Modernización de Galicia. ",no disponible,no disponible
41,Marco Piña,Nuance,Sales Enterprise Director Southern Europe,https://www.des-madrid.com/agenda-2021-speakers/marco-pina/,"Marco has worked with leading IT multinational corporations focused on Digital, AI, Security & Biometrics, Consulting, Mobile and NLP solutions since more than 15 years. He has held several executive positions in companies like Progress Software, Vignette, Loquendo, Verbio and Nuance where today lead Southern Europe region as Sales Director. ",https://www.linkedin.com/in/marcopinasanchez/,TW no disponible
