,nombre,company,cargo,más info,speaker_bio,url_linkedin,url_TW
18,Cesar Yllera Conde,Wellness TechGroup,Smart and Sustainable Cities Director,https://www.des-madrid.com/agenda-2021-speakers/cesar-yllera-conde/,"My passion for technology has always been present on my sales and business strategy management roles, working with great professionals, in tech companies, telco operators and banking industry.",https://www.linkedin.com/in/cyllera/,TW no disponible
19,Chenchen Yang,LIVALL Europe,Chief Sales Officer,https://www.des-madrid.com/agenda-2021-speakers/chenchen-yang/,,no disponible,no disponible
20,Christian Requena,Globant,Managing Director,https://www.des-madrid.com/agenda-2021-speakers/christian-requena/,"With extensive experience leading digital transformation projects both in Europe and Asia, Christian Requena is today the Spain Managing Director at Globant, the leading company in digital and cognitive transformation solutions. Christian began his professional career in entities such as General Electric where he reached the management of EMEA and Asia. He has a strong background in digital transformation, data management and analytics.",https://www.linkedin.com/in/christian-requena-penat/es-es/?originalSubdomain=es,TW no disponible
21,Clara Elliott-Bauzá,TikTok,Brand Partnerships Lead,https://www.des-madrid.com/agenda-2021-speakers/clara-elliott-bauza/,Clara has been working in tech companies for the last 10 years with special focus on clients with exponential growth. She joined TikTok in Jan 2019 and since then she has been focused on growing the Spanish market.,https://www.linkedin.com/in/clarabauza/,TW no disponible
22,Clara Gutiérrez Paris,Contentsquare,Account Executive Iberia,https://www.des-madrid.com/agenda-2021-speakers/clara-gutierrez-paris/,"After a successful start as Business Development Representative at Contentsquare, Clara Gutiérrez quickly grew to become Account Manager for Iberia. For more than 2 years now, she has been working developing CS business in South Europe, opening the markets & scaling up the business. Her goal at the DES2021, is to bring the audience closer to Experience Analytics and the importance of a data-driven culture within organisations, thanks to the testimony of one of their customers, Salsa Jeans.",https://www.linkedin.com/in/claragutpa/,TW no disponible
23,Claudio Chifa,DLTCode / PETEC,R&D / CEO,https://www.des-madrid.com/agenda-2021-speakers/claudio-chifa/,"Founder of DLTCode, head of R&D & PETEC, Instructor in several cyber & forensic master’s programs and author of talks and presentations in different public forums such as UbuCon Europe, Barcelona Blockchain Week, European Legal Tech Congress, ISACAHLCA, FEINDEF, and others. Dedicated on a day-to-day basis to Incident response, DFIR, Cybersecurity missions both in its technical and organizational dimensions, Blockchain and Innovation with a focus on creating new tools, processes and solutions. ",https://www.linkedin.com/in/claudiochn/,TW no disponible
24,Claudio Feijoo,UPM,Full Professor. VP Entrepreneurship,https://www.des-madrid.com/agenda-2021-speakers/claudio-feijoo/,"Claudio Feijóo has a background both as an engineer and economist. He is full professor at the Technical University of Madrid (UPM) and VP for Entrepreneurship. He regularly lectures on strategic management and innovation and pursues research on the socio-economic impact of emerging technologies. He has worked on five continents and has a long track as founder, mentor of startups and manager for innovative projects. His new book addresses the use of technology within international geo-strategy.",https://www.linkedin.com/in/claudiofeijoo/,https://twitter.com/@claud10
25,Clemente González,Grupo Alibérico,Presidente,https://www.des-madrid.com/agenda-2021-speakers/clemente-gonzalez/,"Gallego, ingeniero aeronáutico y empresario. Es el fundador, propietario y presidente ejecutivo del Grupo Alibérico, primer grupo privado español y primer grupo familiar europeo del sector del aluminio, con 35 empresas y 17 fábricas en tres continentes.Actualmente es vicepresidente de CEIM, miembro del Comité Ejecutivo y vocal de la Junta Directiva de la CEOE y vocal de la Junta Directiva del Club Financiero Génova.También ha sido presidente del Comité Ejecutivo de IFEMA, miembro de la Junta Directiva del Instituto de Empresa Familiar y presidente de ADEFAM.",no disponible,no disponible
26,Clotilde Teson Ruiz,Draxton,"Director E&A – Talent&Culture, CSR and Environment",https://www.des-madrid.com/agenda-2021-speakers/clotilde-teson-ruiz/,"Professional focus on innovative HR&Talent strategies to support business transformation processes. Passionate about rethinking the workplace to create WOW! Experiences. Expert in innovation, change management, people management, and D&I.",www.linkedin.com/in/clotildeteson,https://twitter.com/@cteson1
27,Conchi García Diéguez,Madrid Digital,Directora de Capacitación Digital,https://www.des-madrid.com/agenda-2021-speakers/conchi-garcia-dieguez/,"A lo largo de mi carrera profesional, he tenido la oportunidad participar e impulsar importantes procesos de modernización y transformación de las políticas, organizaciones y servicios públicos, primero desde el ámbito privado, y posteriormente desde la propia Administración Pública, lo que me ha permitido adquirir un profundo conocimiento del funcionamiento de las organizaciones públicas y sobre todo de las necesidades digitales de los ciudadanos y empresas madrileñas.",https://linkedin.com/in/conchi-garcia-cm,https://twitter.com/@chygarciad
28,Cristina Bescos,EIT Health Spain,Managing Director,https://www.des-madrid.com/agenda-2021-speakers/cristina-bescos/,"PhD in telecom/biomedical engineer. Since 2019 CEO of EIT Health Spain. Extensive career in research and the management of international teams in digital health and healthcare transformation. Combined experience, in four European countries, in public research and the private sector, after her time at the European Space Agency, Hewlett Packard, Telefonica R+D and Philips. At the later company she managed the European Programs in Telehealth and Value Based Care. ",https://www.linkedin.com/in/cristina-bescos/,https://twitter.com/@XtinaBescos
29,Cristina Salvador Branera,We are both,Founder,https://www.des-madrid.com/agenda-2021-speakers/cristina-salvador-branera/,"My purpose is to contribute to a more human world, through communication. I have studied journalism, international relations, digital transformation….",https://www.linkedin.com/in/crissalvador/,https://twitter.com/@_crissalvador
30,Cristina Sanabria,Ayuntamiento de Madrid,Consejera Técnica. Subdirección General Análisis Socioeconómicos. D. G. Economía,https://www.des-madrid.com/agenda-2021-speakers/cristina-sanabria/,"I have been working at the service of the City of Madrid for 30 years on issues that include urban planning, urban and socioeconomic analysis, economic promotion and support for entrepreneurship. I am convinced of the urgent need to promote urban sustainability and acting at the local level on the basis of public-private collaboration.",no disponible,no disponible
31,Daniel Rocafort,VISYON Mediapro,CEO,https://www.des-madrid.com/agenda-2021-speakers/daniel-rocafort/,Passionate about being part of a group of visionaries creating astonishing immersive and interactive experiences through technology and creativity,https://www.linkedin.com/in/danielrocafort/,TW no disponible
32,Daniel González,Osane Consulting,COO,https://www.des-madrid.com/agenda-2021-speakers/daniel-gonzalez/,COO at Zerolynx and Osane Consulting. I have experience in large international consulting firms and I transfer my experience to the start-up environment to find the best of both worlds.,https://www.linkedin.com/in/daniel-gonzalez-zl/,https://twitter.com/@Dani_Zerolynx
33,Daniel Hernández Rodríguez,eSignus Security Solutions,CEO,https://www.des-madrid.com/agenda-2021-speakers/daniel-hernandez-rodriguez/,"Co-Founder from eSignus, a Cybersecurity company that develops a hard wallet for Blockchain projects. I have been working managing companies in the information technology and services industry for the last 12 years,. Skilled in Negotiation, Business Planning, IT Strategy, English, and Management. Strong business development professional with an MBA in the IE Business Schools.",https://www.linkedin.com/in/dhdezrguez/,https://twitter.com/@dhdezrguez
34,Daniel Jimenez Herranz,Merck,Global Head of Digital,https://www.des-madrid.com/agenda-2021-speakers/daniel-jimenez-herranz/,"Daniel is an accomplished executive leader with extensive experience in customer experience, strategic business planning, integrated marketing, and digital transformation. Passionate on fostering a culture where teams are authentically empowered and engaged- able to fully contribute to the organization.",https://www.linkedin.com/in/danijimenezherranzmba/,TW no disponible
35,Daniel Nieto,Mastercard,Responsable de Gobierno,https://www.des-madrid.com/agenda-2021-speakers/daniel-nieto/,"Desde 2020 Daniel Nieto es responsable de las relaciones con el Gobierno y sector público en Mastercard España y Portugal. Previamente y desde 2014, trabajó en Naciones Unidas. Experto en políticas públicas en inclusión digital, comercio electrónico y políticas digitales, y autor de publicaciones de referencia internacional sobre economía digital, e-commerce y colaboración público-privada. Licenciado en Economía con postgrado en la London Business School, Universidad de Berna y el Banco Mundial.",https://www.linkedin.com/in/dnietoc/,https://twitter.com/@DaniNieto
36,Daniela Ferrer Santa,GoodRebels,Partner & Business Director,https://www.des-madrid.com/agenda-2021-speakers/daniela-ferrer-santa/,"Nací en Palto Alto, California y he tenido oportunidad de vivir en 9 ciudades en 6 países diferentes a lo largo de mi vida personal y profesional. Estudié International Management en EBS (Madrid- París-NYC), hice máster en Digital Business de ISDI, y actualmente estoy cursando el PDG del IESE. Con más de 17 años de experiencia en consultoría y desarrollo de negocio, me dedico desde hace 6 años a la creación de experiencias digitales que conectan marcas y personas en Good Rebels. ",https://www.linkedin.com/in/danielaferrers/,https://twitter.com/@danielaferrers
37,Daniela McArena,Ac2ality,CEO & Founder,https://www.des-madrid.com/agenda-2021-speakers/daniela-mcarena/,"Graduated in Politics & IR. As an adviser at the United Nations, I loved to be informed, but newspapers made it too difficult. That is why I founded Ac2ality. ",https://www.linkedin.com/in/daniela-mcarena-682406150/,TW no disponible
